Segment Code_Segment Description;GS1 Segment-Google TAX;Family CodeFamily Description;GS1 Family-Google TAX;Class CodeClass Description;GS1 Class-Google TAX
72000000_Home Appliances;;72020000_Small Domestic Appliances;;72020400_Cleaning Appliances;{101451 Polishers & Buffers, 120805_Floor & Steam Cleaner Accessories, 120811_Vacuum Accessories, 120902_Floor & Carpet Dryers, 120903_Floor & Steam Cleaners, 120904_Floor Polishers & Buffers, 120905_Futon Dryers, 120908_Laundry Appliances, 120909_Ultrasonic Cleaners, 120910_Vacuums}
72000000_Home Appliances;;72020000_Small Domestic Appliances;;72020200_Food/Beverage Preparation Appliances;
72000000_Home Appliances;;72020000_Small Domestic Appliances;;72020300_Laundry Care Appliances;
72000000_Home Appliances;;72020000_Small Domestic Appliances;;72020600_Portable Air Control Appliances;
72000000_Home Appliances;;72020000_Small Domestic Appliances;;72020100_Small Cooking/Heating Appliances;{121106_Kitchen Appliance Accessories, 121107_Kitchen Appliances}
72000000_Home Appliances;;72020000_Small Domestic Appliances;;72020500_Small Water Dispensers;
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040400_Cookware/Bakeware;121102_Cookware & Bakeware
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73041000_Disposable Food Containers;{121104_Food Storage, 121105_Food Storage Accessories}
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040300_Food Measuring Equipment;
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040600_Food Preparation Equipment;121108_Kitchen Tools & Utensils
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040900_Food/Beverage Presentation Accessories;121103_Food & Beverage Carriers
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040800_Kitchen Merchandise Variety Packs;
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040100_Kitchen Storage;
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040500_Tableware – Serving/Eating/Drinking Equipment;121110_Tableware
73000000_Kitchen Merchandise;;73040000_Kitchen Merchandise;;73040200_Water/Beverage Equipment;
74000000_Camping;;74010000_Camping;;74010400_Camping Cooking/Drinking/Eating Equipment;
74000000_Camping;;74010000_Camping;;74010300_Camping Furniture/Furnishings;
74000000_Camping;;74010000_Camping;;74010200_Camping Heating/Lighting Equipment;
74000000_Camping;;74010000_Camping;;74010600_Camping Variety Packs;
74000000_Camping;;74010000_Camping;;74010500_Camping Washing/Sanitary Equipment;
74000000_Camping;;74010000_Camping;;74010100_Tents/Weather Structures;
75000000_Household/Office Furniture/Furnishings;;75020000_Fabric/Textile Furnishings;;75020200_Bedding;{90200_Beds & Accessories, 121501_Bedding}
75000000_Household/Office Furniture/Furnishings;;75020000_Fabric/Textile Furnishings;;75020300_Fabric/Textile Furnishings Variety Packs;
75000000_Household/Office Furniture/Furnishings;;75020000_Fabric/Textile Furnishings;;75020100_Household/Office Fabric/Textile Furnishings;{120305_Backrest Pillows, 120314_Chair & Sofa Cushions, 120350_Ottoman Cushions, 120359_Slipcovers, 120363_Throw Pillows, 120372_Window Treatment Accessories, 120373_Window Treatments, 121502_Kitchen Linens Sets, 121503_Table Linens, 121504_Towels}
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010700_Display Stands;
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010400_Household Beds/Mattresses;
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010600_Household/Office Furniture Accessories;{121001_Drawer & Shelf Liners, 121003_Furniture Floor Protectors}
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010500_Household/Office Furniture Variety Packs;
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010200_Household/Office Seating;{90300_Benches, 90600_Chair Accessories, 90700_Chairs, 91000_Futon Frames, 91100_Futon Pads, 91200_Futons, 91302_Office Chairs,  91402_Office Chair Accessories, 91500_Ottomans, 92200_Sofa Accessories, 92300_Sofas, 160800_Office & Chair Mats}
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010100_Household/Office Storage/Display Furniture/Screens;{90400_Cabinets & Storage, 90500_Carts & Islands, 90800_Entertainment Centers & TV Stands, 92000_Shelving, 92100_Shelving Accessories, 160900_Office Carts, 120306_Baskets, 120317_Coat & Hat Racks, 120358_Shadow Boxes, 120364_Trunks, 121015_Storage & Organization}
75000000_Household/Office Furniture/Furnishings;;75010000_Household/Office Furniture;{91300_Office Furniture, 91400_Office Furniture Accessories};75010300_Household/Office Tables/Desks;{91301_Desks, 91304_Workspace Tables, 91305_Workstations & Cubicles, 92400_Table Accessories, 91401 Desk Parts & Accessories, 91403_Workstation & Cubicle Accessories, 92501_Accent Tables, 92502_Activity Tables, 92503_Folding Tables, 92504_Kitchen & Dining Room Tables, 92505_Kotatsu, 92506_Nightstands, 92507_Poker & Game Tables}
75000000_Household/Office Furniture/Furnishings;;75030000_Ornamental Furnishings;;75030400_Clocks;{161008_Time & Attendance Clocks, 120315_Clock Parts, 120316_Clocks}
75000000_Household/Office Furniture/Furnishings;;75030000_Ornamental Furnishings;;75030700_Decorative Banners/Flags;{120331_Flag & Windsock Accessories, 120332_Flags & Windsocks}
75000000_Household/Office Furniture/Furnishings;;75030000_Ornamental Furnishings;;75030600_Ornamental Furnishings Variety Packs;
75000000_Household/Office Furniture/Furnishings;;75030000_Ornamental Furnishings;;75030100_Ornaments;{120318_Decorative Bells, 120319_Decorative Bottles, 120320_Decorative Bowls, 120321_Decorative Jars, 120322_Decorative Plaques, 120323_Decorative Plates, 120324_Decorative Trays, 120326_Dreamcatchers, 120327_Dried Flowers, 120328_Ecospheres, 120329_Figurines, 120330_Finials, 120333_Flameless Candles, 120336_Growth Charts, 120337_Home Decor Decals, 120340_Hourglasses, 120347_Music Boxes, 120348_Napkin Rings, 120355_Refrigerator Magnets, 120357_Seasonal & Holiday Decorations, 120360_Snow Globes, 120361_Suncatchers, 120362_Sundials, 120365_Vase Fillers & Table Scatters, 120366_Vases, 120368_Weather Vanes & Roof Decor, 120369_Wind Chimes, 120370_Wind Wheels & Spinners, 120371_Window Magnets ,120374_World Globes, 120375_Wreaths & Garlands}
75000000_Household/Office Furniture/Furnishings;;75030000_Ornamental Furnishings;;75030200_Pictures/Mirrors/Frames;{120346_Mirrors, 120351_Picture Frames}
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77015100_Automotive Antifreeze;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013500_Automotive Anti-theft Products;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77010400_Automotive Appearance Chemicals;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012900_Automotive Appearance/Fragrance Accessories;210104_Vehicle Maintenance, Care & Décor
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77015000_Automotive Batteries;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77010200_Automotive Body Repair;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77015300_Automotive Brakes;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77010300_Automotive Cargo Management;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77014100_Automotive Decorative Lighting;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77014300_Automotive Electrical;210102_Motor Vehicle Electronics
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012500_Automotive Exterior Accessories – Coverings/Protection;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012300_Automotive Exterior Accessories – Grills/Bumpers;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012200_Automotive Exterior Accessories – Running Boards/Steps;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012400_Automotive Exterior Accessories – Shields/Deflectors;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012600_Automotive Exterior Appearance Accessories;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013800_Automotive Filters;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77014700_Automotive Fluid Change Items;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77014500_Automotive Fluid Management Accessories;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011600_Automotive Interior Accessories – Convenience;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012100_Automotive Interior Accessories – Decorative;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012000_Automotive Interior Accessories – Interior Dash;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011900_Automotive Interior Accessories – Interior Flooring;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011500_Automotive Interior Accessories – Organisation;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011400_Automotive Interior Accessories – Seats;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011800_Automotive Interior Accessories – Steering;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011700_Automotive Interior Accessories – Sun Protection;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77014000_Automotive Light Assemblies;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013900_Automotive Lights/Bulbs;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011200_Automotive Maintenance/Repair;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77010500_Automotive Performance Chemicals;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77011300_Automotive Safety;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013700_Automotive Spark Plugs/Glow Plugs/ Injectors;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013100_Automotive Towing/Hitch;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013200_Automotive Towing/Hitch – Electrical;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013300_Automotive Trailers/Trailer Accessories;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77010900_Automotive Transmission Fluid;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012700_Automotive Tyres/Wheels;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77012800_Automotive Tyres/Wheels Accessories;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013400_Automotive Winches/Winch Accessories;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77014900_Automotive Window Washer Fluid;
77000000_Automotive;;77010000_Automotive Accessories and Maintenance;;77013600_Automotive Wipers/Wiper Parts;
77000000_Automotive;;77030000_Cars and Motorcycles;210202_Motor Vehicles;77030100_Cars;
77000000_Automotive;;77030000_Cars and Motorcycles;210202_Motor Vehicles;77030200_Motorcycles;
78000000_Electrical Supplies;;78040000_Electrical Cabling/Wiring;101010_Electrical Wires & Cable;78040100_Cabling/Wiring Management/Control;101005_Conduit & Housings
78000000_Electrical Supplies;;78040000_Electrical Cabling/Wiring;101010_Electrical Wires & Cable;78040300_Electrical Cables;{70706_Cable Management, 70707_Cables}
78000000_Electrical Supplies;;78040000_Electrical Cabling/Wiring;101010_Electrical Wires & Cable;78040400_Electrical Wiring;
78000000_Electrical Supplies;;78020000_Electrical Connection/Distribution;;78021100_Batteries/Chargers;{101316_Power Tool Batteries, 101317_Power Tool Chargers}
78000000_Electrical Supplies;;78020000_Electrical Connection/Distribution;;78020500_Electrical Connection;{101007_Electrical Mount Boxes & Brackets, 101008_Electrical Plug Caps, 101020_Power Outlets & Sockets}
78000000_Electrical Supplies;;78020000_Electrical Connection/Distribution;;78020600_Electrical Distribution;{70500_Components, 101003_Carbon Brushes, 101004_Circuit Breaker Panels, 101009_Electrical Switches, 101017_Power Converters, 101018_Power Inlets, 101019_Power Inverters, 101023_Voltage Transformers & Regulators, 101027_Wire Terminals & Connectors}
78000000_Electrical Supplies;;78030000_Electrical Lighting;;78030300_Electric Lamps/Light Bulbs/Lighting;{101478_Work Lights, 121300_Lighting}
78000000_Electrical Supplies;;78030000_Electrical Lighting;;78030200_Electric Lighting Accessories;{101429_Light Bulb Changers, 121400_Lighting Accessories}
78000000_Electrical Supplies;;78030000_Electrical Lighting;;78030100_Electric Lighting Control Components;101002_Ballasts & Starters
78000000_Electrical Supplies;;78030000_Electrical Lighting;;78030400_Portable Electric Lighting;{101306_Flashlight Accessories, 101416_Flashlights & Headlamps}
78000000_Electrical Supplies;;78050000_Electronic Communication Components;;78050100_Electronic Communication Components;70300_Circuit Boards & Components
78000000_Electrical Supplies;;78060000_General Electrical Hardware;;78060100_General Electrical Hardware;{101011_Extension Cord Accessories, 101012_Extension Cords, 101024_Wall Plates & Covers}
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010600_Air Conditioning/Cooling/Ventilation Equipment;{100701_Air & Filter Dryers, 100702_Air Ducts, 100703_HVAC Controls, 100704_Vents & Flues, 120801_Air Conditioner Accessories, 120802_Air Purifier Accessories, 120803_Dehumidifier Accessories, 120804_Fan Accessories, 120901_Climate Control Appliances}
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79011000_Backflow Prevention Devices;
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010300_Bathroom Fittings;120100_Bathroom Accessories
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010500_Heating Equipment;{101407_Chimney Brushes, 120500_Fireplace & Wood Stove Accessories, 120600_Fireplaces, 120806_Furnace & Boiler Accessories, 120812_Water Heater Accessories, 120912_Water Heaters, 122100_Wood Stoves}
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010700_Plumbing/Heating Ventilation/Air Conditioning Variety Packs;{120807_Heating Radiator Accessories, 120808_Humidifier Accessories, 120809_Laundry Appliance Accessories, 120810_Patio Heater Accessories}
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010100_Sanitary Ware;
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010900_Waste/Sewage Equipment;101450_Plungers
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010400_Water Storage/Treatment;
79000000_Plumbing/Heating/Ventilation/Air Conditioning;;79010000_Plumbing/Heating/Ventilation/Air Conditioning;;79010800_Water/Gas Supply;{100900_Plumbing}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011300_Awls/Punches/Nailsets;101454_Punches & Awls
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010400_Carrying/Lifting/Climbing Equipment;101427_Ladders & Scaffolding
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011500_Chisels/Gouges;101405_Carving Chisels & Gouges
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010500_Demolition/Removal;101453_Pry Bars
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011100_Drills – Non Powered;101414_Drills
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010200_Drywall Tools;
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80012400_Funnels;
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011000_Grinders/Sharpeners/Scrapers;{101307_Grinder Accessories, 101455_Putty Knives & Scrapers, 101465_Sharpeners}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011600_Hammers/Mallets/Hatchets/Anvils;{101308_Hammer Accessories, 101402_Anvils, 101420_Hammers}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011400_Knives – Non Powered;101474_Tool Knives
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010300_Masonry/Glass/Tile Tools;{101406_Caulking Tools, 101434_Masonry Tools}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010100_Measuring/Levelling/Marking Tools;{101313_Measuring Tool & Sensor Accessories, 101433_Marking Tools, 101436_Measuring Tools & Sensors}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010600_Nailers/Staplers/Riveting Tools;{101439_Nail Pullers, 101440_Nailers & Staplers, 101457_Riveting Tools}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80012000_Pipe/Tube Tools;{101444_Pipe & Bar Benders, 101445_Pipe & Tube Cleaners, 101446_Pipe Brushes}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011900_Planes/Shapers/Files/Rasps;{101321_Shaper Accessories, 101448_Planes, 101464_Shapers}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010800_Pliers/Pincers/Metal Cutting Tools;101449_Pliers
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011800_Saws – Non Powered;{101310_Jigs, 101320_Saw Accessories, 101323_Tool Blades, 101462_Saws}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010700_Screwdrivers;{101304_Drill & Screwdriver Accessories, 101463_Screwdrivers, 101466_Socket Drivers}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80012200_Threading Taps/Dies – Non Powered;{101468_Tap Reseaters, 101469_Taps & Dies, 101470_Threading Machines}
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80012300_Tools/Equipment – Hand Variety Packs;101475_Tool Sets
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80010900_Vises/Clamps;101471_Tool Clamps & Vises
80000000_Tools/Equipment – Hand;;80010000_Tools/Equipment – Hand;;80011700_Wrenches/Spanners/Keys;{101473_Tool Keys, 101479_Wrenches}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011700_Lawn/Garden Animal Repellents/Deterrents;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010200_Lawn/Garden Chemicals/Treatments;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010800_Lawn/Garden Cooking/Heating Appliances;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011200_Lawn/Garden Equipment;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010500_Lawn/Garden Fencing;100300_Fencing & Barriers
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011800_Lawn/Garden Floral/Plant Accessories;{120335_Garden & Stepping Stones, 120342_Lawn Ornaments & Garden Sculptures}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010300_Lawn/Garden Furniture/Furnishings;{91600_Outdoor Furniture, 91700_Outdoor Furniture Accessories, 121202_Outdoor Living, 121600_Parasols & Rain Umbrellas}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011300_Lawn/Garden Hand Tools;{101302_Axe Accessories, 101312_Mattock & Pickaxe Accessories, 101435_Mattocks & Pickaxes, 101452_Post Hole Diggers}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011600_Lawn/Garden Lighting;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011000_Lawn/Garden Outdoor Structures;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010600_Lawn/Garden Plants;{121702_Flowers, 121703_Indoor & Outdoor Plants, 121704_Plant & Herb Growing Kits}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010100_Lawn/Garden Pools/Ponds/Water Features and Ornaments;{120311_Bird Baths, 120334_Fountains & Ponds, 120353_Rain Chains, 120354_Rain Gauges, 121801_Pool & Spa Accessories, 121804_Swimming Pools}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010900_Lawn/Garden Power Tools;{121203_Outdoor Power Equipment, 121204_Outdoor Power Equipment Accessories}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011500_Lawn/Garden Soil/Soil Amendments;{100602_Pool, Fountain & Pond Pumps, 100603_Sprinkler, Booster & Irrigation System Pumps, 100606_Well Pumps & Systems}
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011400_Lawn/Garden Testing Diagnostic Equipment;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010700_Lawn/Garden Waste Disposal;
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81010400_Lawn/Garden Watering Equipment;121206_Watering & Irrigation
81000000_Lawn/Garden Supplies;;81010000_Lawn/Garden Supplies;121201_Gardening;81011100_Lawn/Garden Weather Monitoring/Observation;
82000000_Tools/Equipment – Power;;82010000_Tools/Equipment – Power;;82010400_Power Tools – Hand-held Portable;{51602_Metal Detectors, 101013_Generator Accessories, 101014_Generators, 101318_Router Accessories, 101322_Soldering Iron Accessories, 101329_Welding Accessories, 101409_Compressors, 101417_Grease Guns, 101418_Grinders, 101423_Heat Guns, 101424_Impact Wrenches & Drivers, 101447_Planers, 101459_Sanders, 101467_Soldering Irons}
82000000_Tools/Equipment – Power;;82010000_Tools/Equipment – Power;;82010100_Power Tools – Lifting/Handling Equipment;{51101_Chippers, 51801_Conveyors, 51802_Lifts & Hoists}
82000000_Tools/Equipment – Power;;82010000_Tools/Equipment – Power;;82010300_Power Tools – Stationary/Bench-top;101428_Lathes
82000000_Tools/Equipment – Power;;82010000_Tools/Equipment – Power;;82010200_Power Tools Variety Packs;101438_Multifunction Power Tools
83000000_Building Products;;83010000_Building Products;;83011800_Abrasives;{101301_Abrasive Blaster Accessories, 101319_Sanding Accessories, 101460_Sanding Blocks}
83000000_Building Products;;83010000_Building Products;;83010600_Asphalt/Concrete/Masonry;{100105_Masonry Consumables, 100506_Concrete Molds}
83000000_Building Products;;83010000_Building Products;;83010500_Building Products Variety Packs;
83000000_Building Products;;83010000_Building Products;;83012000_Curtain Parts/Accessories;
83000000_Building Products;;83010000_Building Products;;83011500_Decking/Railing;
83000000_Building Products;;83010000_Building Products;;83011200_Door Hardware;{100202_Door Hardware, 100515_Hinges}
83000000_Building Products;;83010000_Building Products;;83011100_Doors;{100203_Doors, 120906_Garage Door Keypads & Remotes, 120907_Garage Door Openers}
83000000_Building Products;;83010000_Building Products;;83011900_Fixings/Fasteners Hardware;{100102_Hardware Glue & Adhesives, 100103_Hardware Tape, 100109_Solder & Flux, 100501_Brackets & Reinforcement Braces, 100504_Chain, Wire & Rope, 100507_Dowel Pins & Rods, 100514_Hardware Fasteners, 100516_Hooks, Buckles & Fasteners, 100522_Springs, 101309_Industrial Staples, 120405_Furniture Anchors}
83000000_Building Products;;83010000_Building Products;;83010200_Flooring;{100205_Flooring & Carpet, 120325_Door Mats, 121002_Floor Protection Films & Runners, 121004_Garage Floor Mats, 121012_Rug Pads}
83000000_Building Products;;83010000_Building Products;;83011300_Glass;100206_Glass
83000000_Building Products;;83010000_Building Products;;83011400_Guttering/Drainage;
83000000_Building Products;;83010000_Building Products;;83010300_Insulation;{100209_Insulation, 100216_Sound Dampening Panels & Foam}
83000000_Building Products;;83010000_Building Products;;83010800_Lumber/Wood Panel/Gypsum;
83000000_Building Products;;83010000_Building Products;;83011000_Mouldings/Millwork/Stair Parts;{100211_Molding, 100217_Staircases, 121014_Stair Treads}
83000000_Building Products;;83010000_Building Products;;83010400_Painting;{100106_Painting Consumables, 100110_Solvents, Strippers & Thinners, 101315_Paint Tool Accessories, 101442_Paint Tools}
83000000_Building Products;;83010000_Building Products;;83011700_Roofing;100213_Roofing
83000000_Building Products;;83010000_Building Products;;83012100_Sealants/Fillers/Adhesives;100108_Protective Coatings & Sealants
83000000_Building Products;;83010000_Building Products;;83012300_Siding/Exterior Trim;100215_Siding
83000000_Building Products;;83010000_Building Products;;83010700_Structural Components/Assemblies;
83000000_Building Products;;83010000_Building Products;;83010100_Wall/Ceiling Coverings;{100111_Wall Patching Compounds & Plaster, 100218_Wall & Ceiling Tile, 100219_Wall Paneling, 120367_Wallpaper}
83000000_Building Products;;83010000_Building Products;;83010900_Window Parts/Accessories;{100214_Shutters, 100221_Window Hardware}
83000000_Building Products;;83010000_Building Products;;83012200_Windows;100222_Windows
84000000_Tool Storage/Workshop Aids;;84010000_Tool Storage/Workshop Aids;;84010100_Tool Storage;100524_Tool Storage & Organization
84000000_Tool Storage/Workshop Aids;;84010000_Tool Storage/Workshop Aids;;84010200_Workshop Aids;101461_Saw Horses
85000000_Safety/Protection – DIY;;85010000_Safety/Protection – DIY;;85010200_Protective Collective Aids – DIY;
85000000_Safety/Protection – DIY;;85010000_Safety/Protection – DIY;;85010100_Protective Personal Aids – DIY;140200_Weapons
86000000_Toys/Games;;86020000_Service Provided Gambling Products;;86020100_Service Provided Gambling Products;{200213_Roulette Wheels & Sets, 200214_Slot Machines}
86000000_Toys/Games;;86010000_Toys/Games;;86010100_Board Games/Cards/Puzzles;{200203_Bingo Sets, 200204_Blackjack & Craps Sets, 200205_Board Games, 200206_Card Game Accessories, 200207_Card Games, 200208_Dexterity Games, 200209_Dice Sets & Games, 200210_Poker Chip Accessories, 200211_Poker Chips & Sets, 200215_Tile Games, 200400_Puzzles}
86000000_Toys/Games;;86010000_Toys/Games;;86010400_Developmental/Educational Toys;{40501_Alphabet Toys, 40502_Baby Activity Toys, 40505_Baby Mobile Accessories, 40506_Baby Mobiles, 40507_Baby Soothers, 40510_Play Yards, 40511_Push & Pull Toys, 40512_Rattles, 40513_Sorting & Stacking Toys, 200502 Art & Drawing Toys, 200507_Building Toys, 200509_Educational Toys}
86000000_Toys/Games;;86010000_Toys/Games;;86010200_Dolls/Puppets/Action Figures/Soft Toys;{200508_Dolls, Playsets & Toy Figures, 200511_Flying Toy Accessories, 200512_Flying Toys}
86000000_Toys/Games;;86010000_Toys/Games;;86010300_Dolls/Puppets/Action Figures/Soft Toys Accessories;
86000000_Toys/Games;;86010000_Toys/Games;;86010500_Fancy Dress Costumes/Accessories;
86000000_Toys/Games;;86010000_Toys/Games;;86010600_Musical Toys;200513_Musical Toys
86000000_Toys/Games;;86010000_Toys/Games;;86010700_Outdoor Games/Play Structures;{200300_Outdoor Play Equipment, 200503_Ball Pit Accessories, 200504_Ball Pits, 200506_Beach & Sand Toys, 200522_Sports Toy Accessories, 200523_Sports Toys}
86000000_Toys/Games;;86010000_Toys/Games;;86011200_Role Play Toys;{200201_Battle Top Accessories, 200202_Battle Tops, 200516_Pretend Play}
86000000_Toys/Games;;86010000_Toys/Games;;86010800_Table Games;
86000000_Toys/Games;;86010000_Toys/Games;;86011100_Toy Vehicles – Non-ride;{200514_Play Vehicle Accessories, 200515_Play Vehicles}
86000000_Toys/Games;;86010000_Toys/Games;;86011000_Toys – Ride-on;{200519_Riding Toy Accessories, 200520_Riding Toys}
86000000_Toys/Games;;86010000_Toys/Games;;86010900_Toys/Games Variety Packs;
